album,price,rating,have,want,tier,popularity
Savoy Brown - Hellbound Train,30.0,4.09,1695,146,Mid-Tier (Popular),0.07930472569255839
Claudine Longet - We've Only Just Begun,15.0,4.0,300,97,Mid-Tier (Popular),0.24433249370277077
The Grease Band - The Grease Band,18.0,3.92,656,117,Mid-Tier (Popular),0.15135834411384216
Deep Purple - The Book Of Taliesyn,23.0,3.97,2202,454,Mid-Tier (Popular),0.17093373493975902
The Whitefield Brothers* - In The Raw,45.0,4.6,584,659,Top Rated,0.5301689460981497
The Osborne Brothers - Voices In Bluegrass,20.0,4.0,177,22,Niche/Underground,0.11055276381909548
Cal Tjader - Soul Sauce,40.0,4.48,1033,437,Mid-Tier (Popular),0.2972789115646258
Antonio Carlos Jobim - Stone Flower,45.0,4.43,1221,1471,Mid-Tier (Popular),0.5464338781575037
Charles Lloyd - Forest Flower,28.0,4.25,1246,384,Mid-Tier (Popular),0.23558282208588957
ELO* - Time,23.0,4.34,4668,548,Mid-Tier (Popular),0.10506134969325154
James Brown - Black Caesar,45.0,4.57,1513,1281,Top Rated,0.45848246241947027
Dennis Edwards - Don't Look Any Further,18.0,4.24,296,171,Mid-Tier (Popular),0.36616702355460384
Chico Hamilton - El Chico,40.0,4.48,725,540,Mid-Tier (Popular),0.4268774703557312
The Cowsills - Captain Sad And His Ship Of Fools,25.0,3.59,1081,100,Mid-Tier (Popular),0.0846740050804403
Mina - ...Quando Tu Mi Spiavi In Cima A Un Batticuore...,20.0,4.25,19,22,Niche/Underground,0.5365853658536586
Al Kooper Introduces Shuggie Otis - Kooper Session,30.0,4.06,499,135,Mid-Tier (Popular),0.21293375394321767
Grateful Dead* - Shakedown Street,33.0,4.0,367,240,Mid-Tier (Popular),0.3953871499176277
Anita O'Day - This Is Anita,15.0,4.24,131,35,Niche/Underground,0.21084337349397592
"MmmMilva* - ""La Pantera Di Goro"" Italy's Exciting Singing Star",40.0,5.0,9,14,Niche/Underground,0.6086956521739131
The Beatles - The Beatles' Story,28.0,4.0,90,50,Mid-Tier (Popular),0.35714285714285715
Leon Russell - Carney,13.0,3.98,926,87,Mid-Tier (Popular),0.08588351431391905
Bob Dylan & The Band - The Basement Tapes,35.0,4.47,902,351,Mid-Tier (Popular),0.28012769353551475
King Floyd - King Floyd,23.0,4.22,587,469,Mid-Tier (Popular),0.4441287878787879
Queen - Sheer Heart Attack,45.0,4.26,3007,983,Mid-Tier (Popular),0.24636591478696743
Alice Cooper - School's Out,45.0,3.99,12517,1291,Mid-Tier (Popular),0.0934965237543453
Erroll Garner - Erroll Garner Plays Misty,10.0,4.29,157,28,Niche/Underground,0.15135135135135136
We Five - The Return Of We Five,10.0,3.73,160,52,Mid-Tier (Popular),0.24528301886792453
Harry Belafonte And The Belafonte Folk Singers Conducted By Robert De Cormier* - Swing Dat Hammer,15.0,3.74,484,31,Niche/Underground,0.06019417475728155
Paul McCartney - McCartney II,20.0,3.87,6401,562,Mid-Tier (Popular),0.08071233663650726
Carla Thomas - The Queen Alone,30.0,4.13,127,67,Mid-Tier (Popular),0.34536082474226804
The Ikettes - Soul The Hits,25.0,4.33,55,36,Niche/Underground,0.3956043956043956
The Weavers - Reunion At Carnegie Hall - 1963,60.0,3.25,107,85,Low Priority,0.4427083333333333
Talking Heads - Little Creatures,38.0,4.12,23138,3132,Mid-Tier (Popular),0.1192234488009136
Prince - Prince,40.0,4.44,1127,967,Mid-Tier (Popular),0.4617956064947469
Average White Band - Shine,15.0,4.2,479,135,Mid-Tier (Popular),0.21986970684039087
Steely Dan - Pretzel Logic,30.0,4.3,625,316,Mid-Tier (Popular),0.33581296493092455
AC/DC - Fly On The Wall,45.0,3.95,922,239,Mid-Tier (Popular),0.2058570198105082
Thelonious Monk - It's Monk's Time,45.0,4.4,1121,487,Mid-Tier (Popular),0.30286069651741293
Journey - Captured,25.0,4.2,903,103,Mid-Tier (Popular),0.10238568588469185
Joe Satriani - Surfing With The Alien,75.0,4.34,4071,846,Mid-Tier (Popular),0.1720561317876754
Grateful Dead* - Go To Heaven,30.0,3.94,1777,185,Mid-Tier (Popular),0.09429153924566769
Bob Dylan - Desire,60.0,4.18,17782,1601,Mid-Tier (Popular),0.08259815302068824
Big Daddy Kane - Taste Of Chocolate,25.0,4.06,1062,483,Mid-Tier (Popular),0.312621359223301
Miles Davis - Miles Davis At Carnegie Hall,40.0,4.16,671,144,Mid-Tier (Popular),0.17668711656441718
John Lennon & Plastic Ono Band* - John Lennon / Plastic Ono Band,30.0,4.32,8836,1414,Mid-Tier (Popular),0.13795121951219513
Linda Ronstadt Featuring Aaron Neville - Cry Like A Rainstorm - Howl Like The Wind,23.0,4.3,1062,183,Mid-Tier (Popular),0.14698795180722893
Pink Floyd - Ummagumma,38.0,3.89,4159,598,Mid-Tier (Popular),0.12570948076518815
Lou Donaldson - Mr. Shing-A-Ling,40.0,4.36,131,240,Mid-Tier (Popular),0.6469002695417789
"Oscar Peterson, Ray Brown, Ed Thigpen - The Sound Of The Trio",18.0,4.62,221,60,Top Rated,0.21352313167259787
Isaac Hayes & Dionne Warwick - A Man And A Woman,20.0,4.02,1828,202,Mid-Tier (Popular),0.09950738916256158
Savoy Brown - Skin 'N' Bone,25.0,4.1,454,84,Mid-Tier (Popular),0.15613382899628253
Tom Waits - Rain Dogs,90.0,4.74,1135,1172,Top Rated,0.5080190723883832
The Wailers - The Fabulous Wailers,40.0,4.25,117,164,Mid-Tier (Popular),0.5836298932384342
Israel Vibration - Strength Of My Life,50.0,4.6,500,464,Top Rated,0.48132780082987553
Simon And Garfunkel* - Bridge Over Troubled Water,30.0,4.24,37473,4560,Mid-Tier (Popular),0.10848618942259654
Gary Owens - The Funny Side Of Bonnie And Clyde,15.0,4.5,14,7,Niche/Underground,0.3333333333333333
Frijid Pink - Frijid Pink,25.0,4.14,2334,539,Mid-Tier (Popular),0.18760877131917855
Various - Greatest Hits Of The Golden Groups,5.0,3.64,320,6,Niche/Underground,0.018404907975460124
Johnny Cash - Sings The Songs That Made Him Famous,20.0,4.28,793,150,Mid-Tier (Popular),0.15906680805938495
The Butterfield Blues Band* - The Resurrection Of Pigboy Crabshaw,15.0,4.24,463,100,Mid-Tier (Popular),0.17761989342806395
Chip Fisher With Leroy Kirkland's Band - Chipper At The Sugar Bowl,17.0,3.5,38,12,Niche/Underground,0.24
Loretta Lynn - All My Best,17.99,3.5,220,26,Niche/Underground,0.10569105691056911
Vice Squad - Shot Away,29.99,4.0,302,193,Mid-Tier (Popular),0.3898989898989899
Tear Gas - Piggy Go Getter,35.0,3.89,338,231,Mid-Tier (Popular),0.40597539543058
"Ralph Vaughan Williams - Sir Adrian Boult Conducting, The Philharmonic Promenade Orchestra - Norfolk Rhapsody / English Folk Song Suite / Fantasia On A Theme Of Tallis / Fantasia On ""Greensleeves""",7.65,4.29,117,18,Niche/Underground,0.13333333333333333
"Bob Moline, John Zaremba, Jimmie Haskell - Man's Got To Keep Reachin'",15.0,0.0,1,8,Low Priority,0.8888888888888888
Freddie King - Woman Across The River,28.0,4.14,257,67,Mid-Tier (Popular),0.20679012345679013
Blanks 77 - Killer Blanks,28.0,3.93,526,127,Mid-Tier (Popular),0.19448698315467075
Norma Winstone - Edge Of Time,350.0,4.47,138,633,Mid-Tier (Popular),0.8210116731517509
"""The Rocky Horror Picture Show"" Original Cast - The Rocky Horror Picture Show",20.0,4.22,2419,439,Mid-Tier (Popular),0.1536039188243527
Rota* - Tutti I Film Di Fellini,8.0,4.42,289,36,Niche/Underground,0.11076923076923077
The Sheppards - The Sheppards,6.0,4.53,206,19,Niche/Underground,0.08444444444444445
Batdorf & Rodney - Off The Shelf,5.5,3.66,577,58,Mid-Tier (Popular),0.09133858267716535
Ben E. King - I Had A Love,4.0,3.84,527,77,Mid-Tier (Popular),0.12748344370860928
Son House • Skip James • Bukka White • Big Joe Williams - Living Legends,40.0,4.75,105,187,Top Rated,0.6404109589041096
Neil Young - After The Gold Rush,195.0,4.37,15232,2756,Mid-Tier (Popular),0.15321325327996443
Rivers Cuomo - Alone,59.99,4.03,738,502,Mid-Tier (Popular),0.40483870967741936
Munich Machine - Munich Machine,4.99,4.33,179,134,Mid-Tier (Popular),0.4281150159744409
Smokey* - Smokey And His Friends Keep America Beautiful,9.89,0.0,59,25,Low Priority,0.2976190476190476
Loggins & Messina* - So Fine,4.49,3.86,242,12,Niche/Underground,0.047244094488188976
Alice Cooper - Alice Cooper Goes To Hell,145.0,0.0,2,9,Low Priority,0.8181818181818182
Loggins And Messina - Mother Lode,3.99,3.67,4733,70,Mid-Tier (Popular),0.014574224443056423
"Crosby, Stills & Nash - Allies",3.0,3.58,1927,65,Mid-Tier (Popular),0.03263052208835342
"Dvořák*, Rudolf Firkusny*, The Cleveland Orchestra, George Szell - Concerto in G Minor For Piano And Orchestra, Op. 33",6.11,5.0,59,8,Niche/Underground,0.11940298507462686
Blue Cheer - BC #5 The Original Human Being,20.0,4.03,528,255,Mid-Tier (Popular),0.32567049808429116
Loggins And Messina - Loggins And Messina,4.99,3.63,5297,152,Mid-Tier (Popular),0.027895026610387227
Starflyer59* - Lust For Gold,145.0,4.67,116,64,Top Rated,0.35555555555555557
Wings - Wings Over America,8.88,4.24,3000,141,Mid-Tier (Popular),0.044890162368672396
Neil Young With Crazy Horse - Everybody Knows This Is Nowhere,49.0,4.45,13126,2318,Mid-Tier (Popular),0.1500906500906501
Various - All-Time Country And Western Hits,19.99,4.5,88,8,Niche/Underground,0.08333333333333333
The Convocation Of - The Convocation Of...,26.99,4.32,255,114,Mid-Tier (Popular),0.3089430894308943
Lloyd Green - Feelings,4.99,4.0,45,17,Niche/Underground,0.27419354838709675
Sheena Easton - Sheena Easton,1.9,3.75,362,28,Niche/Underground,0.07179487179487179
Hawkwind - Warrior On The Edge Of Time,45.0,4.61,586,335,Top Rated,0.36373507057546145
Judy Collins - In My Life,4.0,4.0,67,12,Niche/Underground,0.1518987341772152
Judy Collins - In My Life,4.0,4.0,67,12,Niche/Underground,0.1518987341772152
Blanket Of Secrecy - Ears Have Walls,4.99,3.77,396,29,Niche/Underground,0.06823529411764706
Liza Minnelli - The Singer,5.49,3.86,820,58,Mid-Tier (Popular),0.06605922551252848
"Liza Minnelli, Original Broadway Cast* - The Act",11.99,4.43,280,14,Niche/Underground,0.047619047619047616
"Antal Dorati, London Symphony Orchestra / Antonín Dvorak* - Symphony No. 7 In D Minor, Op. 70 / Carnival Overture, Op. 92",16.45,4.0,41,5,Niche/Underground,0.10869565217391304
Paul Simon - Graceland,23.0,4.75,116,96,Top Rated,0.4528301886792453
Joe Newman With Frank Foster - Good 'N' Groovy,50.0,4.47,245,79,Mid-Tier (Popular),0.24382716049382716
Stanley Turrentine - Always Something There,12.0,4.5,42,36,Niche/Underground,0.46153846153846156
Stephen Stills - Stephen Stills,20.0,4.0,347,85,Mid-Tier (Popular),0.19675925925925927
Miles Davis - Porgy and Bess,74.0,5.0,15,127,Top Rated,0.8943661971830986
Various - Jazz West Coast,35.0,3.87,349,55,Mid-Tier (Popular),0.13613861386138615
Sonny Rollins - The Freedom Suite Plus,20.0,4.37,641,67,Mid-Tier (Popular),0.09463276836158192
Big Joe Williams - Walking Blues,22.0,4.2,138,14,Niche/Underground,0.09210526315789473
Billie Holiday - Greatest Hits Vol.2,7.0,5.0,106,6,Niche/Underground,0.05357142857142857
Joe Cocker - Joe Cocker!,15.0,4.08,670,99,Mid-Tier (Popular),0.12873862158647595
John Coltrane / John Klemmer - Masters Of The Saxophone,10.0,4.5,87,7,Niche/Underground,0.07446808510638298
Johnny Dankworth And His Orchestra* - Johnny Dankworth: England's Ambassador Of Jazz,15.0,4.33,58,20,Niche/Underground,0.2564102564102564
Roxy Music - Manifesto,8.0,3.73,1200,121,Mid-Tier (Popular),0.09159727479182438
"John Fahey - Rain Forests, Oceans, And Other Themes",22.0,4.22,437,171,Mid-Tier (Popular),0.28125
John Coltrane - The Best Of John Coltrane - His Greatest Years,23.95,4.17,230,45,Mid-Tier (Popular),0.16363636363636364
The John Coltrane Quartet - Africa / Brass,65.0,4.6,549,257,Top Rated,0.3188585607940447
"Beny Moré Con Pérez Prado*, Rafael De Paz - El Bárbaro Del Ritmo",27.0,4.0,18,23,Niche/Underground,0.5609756097560976
Joe Venuti And Zoot Sims - Joe Venuti And Zoot Sims,10.0,4.21,112,21,Niche/Underground,0.15789473684210525
John Coltrane - The Stardust Session,50.0,5.0,74,49,Top Rated,0.3983739837398374
The Stan Getz Quintet* / The Charlie Parker Quintet - The Saxes Of Stan Getz And Charlie Parker,13.0,3.74,557,51,Mid-Tier (Popular),0.08388157894736842
Joe Jackson - Live 1980 / 86,11.99,4.15,1408,78,Mid-Tier (Popular),0.052489905787348586
"Stan Kenton And His Orchestra - Fire, Fury And Fun",10.0,4.5,280,14,Niche/Underground,0.047619047619047616
Big Joe Williams And Sonny Boy Williamson - Big Joe Williams And Sonny Boy Williamson,25.0,5.0,14,6,Niche/Underground,0.3
"The Allman Brothers Band - Win, Lose Or Draw",5.0,3.7,8916,244,Mid-Tier (Popular),0.026637554585152837
Little Richard - Every Hour With Little Richard,7.0,3.88,343,19,Niche/Underground,0.052486187845303865
Harold Land - Harold In The Land Of Jazz,500.0,4.6,34,102,Top Rated,0.75
Jimi Hendrix - Cosmic Turnaround,12.0,4.0,197,48,Mid-Tier (Popular),0.19591836734693877
Mass Production - Three Miles High,5.0,4.18,1019,206,Mid-Tier (Popular),0.16816326530612244
Benny Golson - Killer Joe,5.0,3.81,202,96,Mid-Tier (Popular),0.3221476510067114
Harry Babasin & Terry Gibbs - Pick N' Pat,12.5,4.4,26,4,Niche/Underground,0.13333333333333333
Harry James And His Orchestra - Jazz Session,17.99,3.88,370,18,Niche/Underground,0.04639175257731959
Ben Webster - Live At Pio's,10.0,3.73,166,31,Niche/Underground,0.15736040609137056
Benny Carter And His Orchestra - Further Definitions,25.0,4.6,78,46,Top Rated,0.3709677419354839
Harry James And His Orchestra - Wild About Harry!,6.49,3.95,363,16,Niche/Underground,0.04221635883905013
Ben Webster - The Warm Moods,30.0,4.42,182,49,Mid-Tier (Popular),0.21212121212121213
Emilia Conde - My Latin Mood,3.0,0.0,7,4,Low Priority,0.36363636363636365
Duane Allman - An Anthology,20.0,4.75,122,65,Top Rated,0.34759358288770054
Talas - Live Speed On Ice,20.0,3.75,717,85,Mid-Tier (Popular),0.1059850374064838
Dave Ray - Snaker's Here,13.0,4.4,104,34,Niche/Underground,0.2463768115942029
Cream - Live Cream,10.0,4.13,984,119,Mid-Tier (Popular),0.10788757932910245
Coleman Hawkins Encounters Ben Webster - Coleman Hawkins Encounters Ben Webster,75.0,4.5,25,92,Mid-Tier (Popular),0.7863247863247863
Creedence Clearwater Revival - More Creedence Gold,13.0,4.03,824,52,Mid-Tier (Popular),0.0593607305936073
George Barnes - Guitars Galore,12.0,3.71,64,25,Niche/Underground,0.2808988764044944
Elton John - Elton John,7.0,3.89,484,166,Mid-Tier (Popular),0.2553846153846154
George Benson - Body Talk,17.0,4.22,176,112,Mid-Tier (Popular),0.3888888888888889
George Benson - Body Talk,17.0,4.22,176,112,Mid-Tier (Popular),0.3888888888888889
Eric Dolphy - Dash One,14.0,4.33,273,53,Mid-Tier (Popular),0.16257668711656442
Nino Rota - Giulietta Degli Spiriti,26.0,3.71,74,88,Mid-Tier (Popular),0.5432098765432098
Eddie And The Hot Rods - Teenage Depression,22.95,4.17,103,54,Mid-Tier (Popular),0.34394904458598724
Living Strings Featuring Bob Ralston - Twilight Time,3.99,0.0,2,1,Low Priority,0.3333333333333333
Ella Fitzgerald - Get Happy!,9.75,3.88,317,86,Mid-Tier (Popular),0.21339950372208435
Paul Horn - Visions,13.0,4.0,83,81,Mid-Tier (Popular),0.49390243902439024
Ritchie Valens - The Original La Bamba,17.0,4.5,65,12,Niche/Underground,0.15584415584415584
The Rolling Stones - Exile On Main St.,100.0,4.73,450,816,Top Rated,0.6445497630331753
Savoy Brown - Raw Sienna,22.0,4.22,1375,200,Mid-Tier (Popular),0.12698412698412698
Art Farmer / Gigi Gryce - When Farmer Met Gryce,25.0,4.51,525,135,Top Rated,0.20454545454545456
"Living Strings - Music From ""The Sound Of Music""",4.99,4.14,203,1,Niche/Underground,0.004901960784313725
Frank Zappa And The Mothers Of Invention* - One Size Fits All,30.0,4.43,8444,1531,Mid-Tier (Popular),0.15348370927318294
The Jazz Giants '56 - The Jazz Giants '56,50.0,0.0,19,20,Low Priority,0.5128205128205128
Bucky Pizzarelli - Love Songs,10.0,4.4,98,30,Niche/Underground,0.234375
Nina Simone - The Best Of Nina Simone,18.0,4.35,1055,173,Mid-Tier (Popular),0.14087947882736157
Johnny Smith - Johnny Smith's Kaleidoscope,13.5,4.47,129,34,Niche/Underground,0.2085889570552147
Dizzy Gillespie - Dee Gee Days,6.0,4.25,68,25,Niche/Underground,0.26881720430107525
Dizzy Gillespie - Closer To The Source,6.0,3.28,571,91,Low Priority,0.13746223564954682
Julie London - Julie Is Her Name,50.0,4.54,334,211,Top Rated,0.3871559633027523
John Lee Hooker - The Real Folk Blues,35.0,4.71,293,125,Top Rated,0.29904306220095694
Zoo - Zoo,25.0,4.1,374,303,Mid-Tier (Popular),0.44756277695716395
The Chocolate Watchband - The Best Of The Chocolate Watchband,18.0,4.35,344,91,Mid-Tier (Popular),0.20919540229885059
Living Strings - Living Strings Play Music Of The Sea,3.99,0.0,11,1,Low Priority,0.08333333333333333
"Nat Adderley, Coleman Hawkins, Lucky Thompson With The Harry Arnold Orchestra* - Great Big Band And Friends",30.0,4.5,7,15,Niche/Underground,0.6818181818181818
The David Bromberg Band* - Reckless Abandon,4.25,3.96,1439,38,Niche/Underground,0.025727826675693975
Paul Desmond - Bridge Over Troubled Water,20.0,4.2,996,191,Mid-Tier (Popular),0.16090985678180286
"Julie Driscoll, Brian Auger & The Trinity - Jools & Brian",7.0,4.04,470,160,Mid-Tier (Popular),0.25396825396825395
Traffic - The Low Spark Of High Heeled Boys,7.0,4.12,207,80,Mid-Tier (Popular),0.2787456445993031
Dale Hawkins - Dale Hawkins,9.0,4.25,69,15,Niche/Underground,0.17857142857142858
David Bromberg - Demon In Disguise,5.5,3.89,431,55,Mid-Tier (Popular),0.11316872427983539
The Turtles - It Ain't Me Babe,11.0,4.08,524,73,Mid-Tier (Popular),0.12227805695142378
The Tubes - Now,4.0,3.33,121,26,Low Priority,0.17687074829931973
Nina Simone - Baltimore,75.0,3.83,73,293,Mid-Tier (Popular),0.8005464480874317
Living In A Box - Living In A Box,12.99,3.44,1091,58,Low Priority,0.050478677110530897
"Monk* - Straight, No Chaser",65.0,4.5,269,219,Mid-Tier (Popular),0.4487704918032787
Three Legged Dog - Loaded,7.0,4.1,94,20,Niche/Underground,0.17543859649122806
Gene Ammons / Sonny Stitt - Jug & Sonny,9.5,5.0,51,15,Niche/Underground,0.22727272727272727
Monk* - Big Band And Quartet In Concert,15.0,4.5,447,109,Mid-Tier (Popular),0.1960431654676259
Faye Richmonde - A Little Spice,40.0,0.0,6,22,Low Priority,0.7857142857142857
Serge Chaloff - Blue Serge,15.0,4.6,149,57,Top Rated,0.2766990291262136
"Serge Koussevitzky / Ernest Bloch, Gary Karr - Double Bass Concerto / Sinfonia Breve",12.0,4.25,57,20,Niche/Underground,0.2597402597402597
Mischa Elman With Joseph Seiger - Elman Recital,100.0,5.0,10,25,Niche/Underground,0.7142857142857143
Sonny Stitt With Red Holloway - Forecast: Sonny & Red,14.0,3.8,257,67,Mid-Tier (Popular),0.20679012345679013
Wilson Pickett - Mr. Magic Man,18.0,4.2,184,30,Niche/Underground,0.14018691588785046
Gene Ammons / Sonny Stitt - Jug & Sonny,10.0,3.88,175,31,Niche/Underground,0.15048543689320387
Kai Winding - Dirty Dog,8.0,4.2,58,18,Niche/Underground,0.23684210526315788
George Wein's Newport All-Stars* - George Wein's Newport All-Stars,4.0,4.25,136,6,Niche/Underground,0.04225352112676056
Mongo Santamaria - Workin' On A Groovy Thing,9.5,4.2,1013,232,Mid-Tier (Popular),0.18634538152610441
Peggy Lee - Guitars A là Lee,7.95,3.9,219,38,Niche/Underground,0.14785992217898833
Peggy Lee - Guitars A là Lee,7.95,3.9,219,38,Niche/Underground,0.14785992217898833
Ray Charles - The Genius Of Ray Charles,19.0,4.6,119,98,Top Rated,0.45161290322580644
Ray Charles - Modern Sounds In Country And Western Music,20.0,4.07,269,153,Mid-Tier (Popular),0.36255924170616116
Savoy Brown - Street Corner Talking,30.0,4.86,54,84,Top Rated,0.6086956521739131
The Modern Jazz Quartet - Pyramid,13.25,4.33,80,39,Niche/Underground,0.3277310924369748
Ray Charles - The Great Ray Charles,10.0,3.75,194,7,Niche/Underground,0.03482587064676617
Michael Omartian - Adam Again,10.0,4.27,264,85,Mid-Tier (Popular),0.24355300859598855
Ric Ocasek - This Side Of Paradise,8.0,3.89,2216,148,Mid-Tier (Popular),0.06260575296108291
Maurice Bitter - Paraguay,15.0,3.5,46,10,Niche/Underground,0.17857142857142858
Maurice Bitter - Pérou,12.0,3.75,55,17,Niche/Underground,0.2361111111111111
"Nancy Sinatra - Country, My Way",5.0,3.81,2154,215,Mid-Tier (Popular),0.09075559307724779
JG Thirlwell* - The Venture Bros.™ The Music Of JG Thirlwell Vol. 01,300.0,4.27,527,624,Mid-Tier (Popular),0.5421372719374457
Little River Band - First Under The Wire,7.49,3.94,902,44,Mid-Tier (Popular),0.046511627906976744
Farmer* / Byrd* - 2 Trumpets,15.0,4.2,458,119,Mid-Tier (Popular),0.20623916811091855
Various - Little Mary Sunshine,8.99,1.0,88,2,Low Priority,0.022222222222222223
Little Marcy - Little Marcy Sings To Toddlers,13.49,0.0,37,28,Low Priority,0.4307692307692308
Shawn Phillips - Contribution,5.0,3.62,309,84,Mid-Tier (Popular),0.21374045801526717
Jesse Colin Young - Light Shine,10.0,3.69,935,16,Niche/Underground,0.016824395373291272
The Spaniels - 16 Soulful Serenades,6.0,3.92,114,21,Niche/Underground,0.15555555555555556
The Pretenders - Learning To Crawl,5.99,4.18,5187,232,Mid-Tier (Popular),0.042812326997601034
999 - Concrete,8.0,3.63,588,52,Mid-Tier (Popular),0.08125
"Doris Day, John Raitt, Eddie Foy, Jr., Carol Haney - Original Motion Picture Sound Track ""The Pajama Game""",1.98,3.83,125,8,Niche/Underground,0.06015037593984962
Eagles - One Of These Nights,10.0,3.92,3282,306,Mid-Tier (Popular),0.08528428093645485
Misfits - Earth A.D. / Wolfs Blood,199.99,4.45,1718,1045,Mid-Tier (Popular),0.3782120883098082
Eddie Kirkland - Pick Up The Pieces,20.0,3.8,84,31,Niche/Underground,0.26956521739130435
Jesse Colin Young - Song For Juli,11.0,3.84,2105,143,Mid-Tier (Popular),0.06361209964412812
Leon Russell - Stop All That Jazz,4.99,3.69,2092,101,Mid-Tier (Popular),0.04605563155494756
The McCoys - You Make Me Feel So Good,4.99,3.67,71,34,Niche/Underground,0.3238095238095238
Chisholm & Spence - Chisholm & Spence,3.99,4.25,64,6,Niche/Underground,0.08571428571428572
Spirit - Clear,14.99,4.03,549,135,Mid-Tier (Popular),0.19736842105263158
Elvis Costello And The Attractions* - Trust,7.99,4.02,2532,94,Mid-Tier (Popular),0.0357958872810358
Dave Mason - Let It Flow,2.99,3.55,702,23,Niche/Underground,0.031724137931034485
"The Doors - Alive, She Cried",11.99,4.05,2063,247,Mid-Tier (Popular),0.10692640692640693
Led Zeppelin - In Through The Out Door,24.99,4.34,1110,344,Mid-Tier (Popular),0.23658872077028886
"Stephen Stills, Manassas - Down The Road",9.99,4.08,751,72,Mid-Tier (Popular),0.08748481166464156
"Warren Kime, Larry Novak - Songs For A Sophisticated Lady",19.99,0.0,2,3,Low Priority,0.6
The Whispers - Bingo,11.99,4.31,383,260,Mid-Tier (Popular),0.40435458786936235
Ravi Shankar - The Genius Of Ravi Shankar,9.99,3.9,207,21,Niche/Underground,0.09210526315789473
The Moody Blues - Octave,4.99,4.4,162,28,Niche/Underground,0.14736842105263157
The Beatles - Beatles '65,14.99,4.55,361,114,Top Rated,0.24
Los Cuatro Hnos. Silva* - Los Cuatro Hnos. Silva Vol. II,2.99,1.0,5,0,Low Priority,0.0
Gerry Mulligan And The Concert Jazz Band* Guest Soloist: Zoot Sims - Gerry Mulligan And The Concert Jazz Band On Tour,9.99,0.0,27,7,Low Priority,0.20588235294117646
Glass Moon - Glass Moon,2.99,3.66,382,32,Niche/Underground,0.07729468599033816
Southside Johnny & The Asbury Jukes - Hearts Of Stone,2.99,3.92,1713,54,Mid-Tier (Popular),0.030560271646859084
The Rascals - Once Upon A Dream,4.99,3.85,232,33,Niche/Underground,0.12452830188679245
Various - Super Soul,9.99,4.25,92,19,Niche/Underground,0.17117117117117117
Robert Palmer - Riptide,7.99,3.73,5530,180,Mid-Tier (Popular),0.03152364273204904
Johnny McLaughlin* - Electric Guitarist,4.99,3.99,2008,128,Mid-Tier (Popular),0.0599250936329588
Lionel Richie - Can't Slow Down,8.99,3.91,1589,173,Mid-Tier (Popular),0.0981838819523269
The Turtles - Happy Together,12.79,0.0,31,43,Low Priority,0.581081081081081
The Turtles - Happy Together,12.79,0.0,31,43,Low Priority,0.581081081081081
"Lionel Barrymore, Canterbury Choir - A Christmas Carol / Beloved Hymns & Carols",14.99,0.0,57,8,Low Priority,0.12307692307692308
Lionel And The Clipper Trio - On A Calypso Cruise,11.99,3.67,48,6,Niche/Underground,0.1111111111111111
Kenny Rankin - After The Roses,4.5,4.2,156,13,Niche/Underground,0.07692307692307693
Any Trouble - Wheels In Motion,3.25,3.96,456,37,Niche/Underground,0.07505070993914807
Bill Nelson - Northern Dream,35.0,4.1,530,403,Mid-Tier (Popular),0.43193997856377275
Duane Allman - An Anthology,21.0,4.75,122,65,Top Rated,0.34759358288770054
Linda Ronstadt - Prisoner In Disguise,3.99,4.04,1034,44,Mid-Tier (Popular),0.04081632653061224
Buckacre - Morning Comes,4.99,3.71,272,20,Niche/Underground,0.0684931506849315
Tower Of Power - Ain't Nothin' Stoppin' Us Now,9.99,3.5,93,43,Mid-Tier (Popular),0.3161764705882353
Spirit - Twelve Dreams Of Dr. Sardonicus,8.99,3.84,262,75,Mid-Tier (Popular),0.22255192878338279
The Moody Blues - Octave,4.99,3.23,430,39,Low Priority,0.08315565031982942
Frank Zappa - Waka / Jawaka - Hot Rats,21.99,4.31,395,219,Mid-Tier (Popular),0.3566775244299674
Grand Funk* - Grand Funk Hits,6.99,4.06,3796,125,Mid-Tier (Popular),0.03187962254526906
Ravi Shankar - India's Master Musician,17.99,0.0,3,3,Low Priority,0.5
Cream - Off The Top,7.99,4.15,1122,45,Mid-Tier (Popular),0.038560411311053984
Paul Simon - Still Crazy After All These Years,9.99,4.23,2351,230,Mid-Tier (Popular),0.08911274699728787
Bill Wyman - Monkey Grip,4.99,3.7,169,21,Niche/Underground,0.11052631578947368
Gordon Lightfoot - Old Dan's Records,7.99,4.0,162,32,Niche/Underground,0.16494845360824742
"Joe ""King"" Carrasco And The Crowns* - Synapse Gap",4.99,3.44,610,35,Low Priority,0.05426356589147287
Doors* - L.A. Woman,54.99,4.55,5212,2470,Top Rated,0.3215308513407967
Linda Ronstadt - Mad Love,3.99,4.05,642,28,Niche/Underground,0.041791044776119404
Steve Lacy - Soprano Sax,20.0,4.38,435,115,Mid-Tier (Popular),0.20909090909090908
Linda Ronstadt - Living In The USA,5.99,3.75,1303,30,Niche/Underground,0.02250562640660165
Peter Yarrow - That's Enough For Me,7.0,4.86,204,37,Niche/Underground,0.15352697095435686
Loretta Lynn - I Wanna Be Free,9.99,3.89,878,83,Mid-Tier (Popular),0.08636836628511967
Summerhill - Summerhill,50.0,4.38,93,142,Mid-Tier (Popular),0.6042553191489362
