album,price,rating,have,want,genre
"Rod Stewart - Foolish Behaviour (LP, Album, Spe)",$4.99,Rated: 3.87,244 have,28 want,N/A
"Chicago (2) - Chicago 16 (LP, Album, Bla)",$18.98,Rated: 4.06,625 have,65 want,N/A
"Rod Stewart - 16 Early Hits (LP, Comp)",$10.49,Rated: 3.23,260 have,16 want,N/A
"Rodney Dangerfield - Rappin' Rodney (LP, Album, RE, Ind)",$12.49,Rated: 3.86,1167 have,82 want,N/A
"Snoop Dogg - Tha Last Meal (2xLP, Album)",$15.00,Rated: 4.47,1074 have,751 want,N/A
"Anita Kerr, Rod McKuen / The San Sebastian Strings - The Sea (LP, Album, RP, Ter)",$6.49,Rated: 3.00,100 have,38 want,N/A
"ささきいさお, 池辺晋一郎* - 火の鳥（鳳凰編） (LP)",$13.92,N/A,22 have,19 want,N/A
"Blondie - Eat To The Beat (LP, Album)",$23.74,Rated: 4.50,1095 have,281 want,N/A
"Paul McCartney = ポール・マッカートニー* - McCartney II (LP, Album, Gat)",$18.13,Rated: 4.07,963 have,304 want,N/A
"Badfinger - Greatest (LP, Comp, Unofficial)",$63.74,Rated: 4.00,31 have,24 want,N/A
"The Rolling Stones - Big Hits [High Tide And Green Grass] (LP, Comp, Mono, RE, Gat)",$27.95,Rated: 4.85,154 have,78 want,N/A
"Wham! = ワム！* - Make It Big = メイク・イット・ビッグ (LP, Album)",$14.62,Rated: 4.53,2650 have,432 want,N/A
"Gary Karr, Harmon Lewis - Songs Of Prayer (LP, Album, RE)",$79.18,N/A,2 have,3 want,N/A
"The Diamond Head Beachcombers - Aloha From Hawaii (LP, Album, Mono)",$18.99,Rated: 2.60,189 have,16 want,N/A
"Gérard Korsten, Sonoko Maejima, Beethoven* - Sonatas for Violin And Piano (2xLP, Gat)",$40.59,N/A,7 have,6 want,N/A
"The Rolling Stones - December's Children (And Everybody's) (LP, Album, Mono, All)",$40.00,Rated: 4.03,595 have,231 want,N/A
"Vangelis - Chariots Of Fire (LP, Album)",$16.02,Rated: 4.43,611 have,131 want,N/A
"Van Morrison - It's Too Late To Stop Now (2xLP, Album, Tri)",$49.99,Rated: 4.18,2127 have,310 want,N/A
"Lenny And The Squigtones - Lenny & Squiggy Present Lenny And The Squigtones (LP, Album, 56 )",$44.00,Rated: 3.71,120 have,119 want,N/A
"Various - Miller Music II (LP, Promo)",$4.95,Rated: 3.00,28 have,16 want,N/A
"Jon And Vangelis* - Short Stories (LP, Album, Ric)",$3.00,Rated: 4.00,320 have,34 want,N/A
"The B-52's - The B-52's (LP, Album, RP, Los)",$40.00,Rated: 4.49,889 have,355 want,N/A
"Eiichi Ohtaki = 大滝詠一* - A Long Vacation = ロング・バケイション (LP, Album, Mas)",$63.74,Rated: 4.44,129 have,189 want,N/A
"The Clash - The Clash (LP, Album, RE)",$40.00,Rated: 4.52,6215 have,2491 want,N/A
"The Beatles - 1967-1970 (LP, Comp, Promo, Blu)",$194.97,Rated: 5.00,43 have,205 want,N/A
"Various - Rocky IV (Original Motion Picture Soundtrack) (LP, Album, Comp, Promo)",$32.17,Rated: 5.00,34 have,81 want,N/A
"Cream (2) - Wheels Of Fire (2xLP, Album, RE, Gat)",$40.59,Rated: 4.56,302 have,371 want,N/A
"The Clash - The Clash (LP, Album + 7"", Promo)",$60.00,Rated: 4.62,1751 have,946 want,N/A
"Chisato Moritaka = 森高千里* - New Season (LP, Album)",$86.90,Rated: 4.40,58 have,147 want,N/A
"Haruko* = 桑名晴子* - Million Stars (LP, Album)",$44.79,Rated: 4.66,351 have,803 want,N/A
"Paul McCartney - Press To Play (LP, Album, Gat)",$27.25,Rated: 3.79,296 have,91 want,N/A
"Sam Cooke - Gold Deluxe (2xLP, Album, Comp)",$60.23,Rated: 4.25,62 have,22 want,N/A
"Sarah Vaughan - Favorites (LP, Comp)",$5.00,Rated: 3.71,173 have,9 want,N/A
"Herbie Hancock - Sound-System (LP, Album)",$11.81,Rated: 3.87,1321 have,141 want,N/A
"Frank Sinatra = フランク・シナトラ* - New Gold Disc (LP, Comp)",$20.93,Rated: 4.00,13 have,2 want,N/A
"Bryan Adams - Cuts Like A Knife (LP, Album)",$25.85,Rated: 4.25,401 have,80 want,N/A
"Buzzy Linhart - The Best... (2xLP, Comp)",$4.00,Rated: 4.60,162 have,9 want,N/A
"Bernard Herrmann Conducting The London Philharmonic Orchestra* - Music From The Great Hitchcock Movie Thrillers (LP, Comp)",$30.06,N/A,3 have,14 want,N/A
"Akira Miyazawa - Love For Sale (LP, Album, RE)",$49.71,Rated: 4.25,25 have,58 want,N/A
"The Clash - Sandinista! (3xLP, Album)",$60.00,Rated: 4.24,1427 have,429 want,N/A
"The Clash - Combat Rock (LP, Album)",$35.00,Rated: 4.28,7719 have,3366 want,N/A
"The Robert Shaw Chorale, RCA Victor Symphony Orchestra - This Is My Country (LP, Album, Mono)",$8.99,Rated: 3.00,75 have,2 want,N/A
"The Cult - Love (LP, Album, All)",$30.00,Rated: 4.26,3181 have,595 want,N/A
"Kurt Weill, The Sextet Of Orchestra U.S.A. Under The Direction Of Michael Zwerin* - Mack The Knife And Other Berlin Theatre Songs Of Kurt Weill (LP, Album, Gre)",$11.11,N/A,17 have,14 want,N/A
"Jimmy Smith And Wes Montgomery - Further Adventures Of Jimmy And Wes (LP, Album, RE)",$44.09,Rated: 4.27,132 have,110 want,N/A
"The Beatles = ビートルズ* - Let It Be = レット・イット・ビー (LP, Album, RE, Gat)",$18.83,Rated: 4.54,832 have,594 want,N/A
"Jimmy Raney / Richard Davis (2) / Alan Dawson - Momentum (LP, Album)",$13.21,Rated: 4.67,27 have,34 want,N/A
"Milton Banana Trio - Ao Meu Amigo Vinicius (Samba É Isso Vol. 5) (LP, Album)",$18.13,Rated: 3.75,34 have,19 want,N/A
"The Toys (9) - ペリカンロード (LP, Album)",$11.81,Rated: 4.67,52 have,25 want,N/A
"Hank Jones / George Duvivier / Shelly Manne - Easy To Love (LP, Album)",$39.18,Rated: 4.80,61 have,35 want,N/A
"Elvis Presley - Something For Everybody (LP, Album)",$180.23,N/A,9 have,55 want,N/A
"Julian ""Cannonball"" Adderley Quintet* - In Chicago (LP, Album)",$25.15,Rated: 5.00,8 have,22 want,N/A
"Marvin Gaye - Motown Remembers Marvin Gaye (LP, Album)",$86.90,Rated: 5.00,16 have,17 want,N/A
"Wings (2) - Back To The Egg (LP, Album, Pit)",$6.75,Rated: 3.82,6766 have,452 want,N/A
Edgar Varèse* / Robert Craft - A Sound Spectacular. Music Of Edgar Varèse Vol. 2: Arcana ‧ Déserts ‧ Offrandes (LP),$14.99,Rated: 4.56,269 have,98 want,N/A
"Jethro Tull - Thick As A Brick (LP, Album, RP, New)",$25.00,Rated: 4.32,3400 have,352 want,N/A
"R.J.'s Latest Arrival - Hold On (LP, Album, Spe)",$9.49,Rated: 4.02,579 have,106 want,N/A
"Miles Davis = マイルス・デイビス* ＆ ギル・エバンス・オーケストラ* - Quiet Nights = クワイエット・ナイト (LP, Album, RE)",$44.09,Rated: 4.73,81 have,100 want,N/A
"Red Rodney And Ira Sullivan Quintet - Sprint (LP, Album, Promo)",$3.50,Rated: 5.00,37 have,8 want,N/A
"Riz Ortolani - The Yellow Rolls-Royce (Original Soundtrack) (LP, Album, Mono)",$6.99,Rated: 3.67,32 have,6 want,N/A
"Wire - 154 (LP, Album + 7"", EP)",$180.00,Rated: 4.66,2736 have,1960 want,N/A
"The Ventures - Pops In Japan (2xLP, Comp, Gat)",$47.60,Rated: 4.00,18 have,11 want,N/A
"風雲 - 風雲 Wind & Cloud (LP, Album)",$26.55,Rated: 4.17,39 have,21 want,N/A
"Ritz Ortolani* And Nino Oliviero - Mondo Cane (Original Motion Picture Soundtrack) (LP, Album, Mono)",$6.99,Rated: 3.75,335 have,43 want,N/A
"Yes - Fragile (LP, Album, RE)",$34.27,Rated: 4.75,30 have,308 want,N/A
"The Bennie Wallace Trio* & Chick Corea - The Bennie Wallace Trio & Chick Corea (LP, Album)",$37.07,Rated: 4.83,34 have,32 want,N/A
"Ann Burton With The Louis Van Dyke Trio* - Blue Burton (LP, Album, RE)",$41.99,Rated: 4.67,23 have,15 want,N/A
"Masahiro Oki - Yoga = ヨガ (より美しく、より健康に) (LP, Album)",$27.95,N/A,14 have,22 want,N/A
"Audy Kimura - Looking For The ""Good Life"" (LP, Album)",$42.69,N/A,12 have,25 want,N/A
"Ray Charles - Golden Prize (LP, Comp, Gat)",$20.93,Rated: 5.00,99 have,8 want,N/A
Public Domain (6) - Example IV Us All F**Kin' People (LP),$11.81,N/A,5 have,3 want,N/A
"Rita Ford's Music Boxes - The Story Of Christmas (LP, Album)",$9.99,Rated: 1.00,58 have,7 want,N/A
"Mikio Masuda - Mikio Masuda (LP, Comp)",$60.93,Rated: 4.00,25 have,60 want,N/A
"Klaus Wunderlich , Hammond Organ, With Rhythm Section* - Harlem Nocturne (LP, Album)",$66.55,Rated: 5.00,2 have,15 want,N/A
"U.K.* - U.K. (LP, Album)",$25.85,Rated: 4.67,170 have,92 want,N/A
"Ella Fitzgerald - Sings The Cole Porter Songbook (2xLP, Album, Mono, Ind)",$20.00,Rated: 4.25,160 have,142 want,N/A
"Jerry Goodman & Jan Hammer - Like Children (LP, Album)",$41.29,Rated: 5.00,29 have,68 want,N/A
"Cowboy Copas - Alabam (LP, Comp, Spe)",$2.49,Rated: 3.90,179 have,7 want,N/A
"The Zoot Sims Al Cohn Septet - Happy Over Hoagy (LP, RE)",$12.51,Rated: 4.33,89 have,17 want,N/A
"Roadmaster (2) - Roadmaster (LP, Album)",$9.95,Rated: 3.60,280 have,80 want,N/A
"Eddie Locke, Tommy Flanagan, Major Holley, Oliver Jackson, Dan Morgenstern - Jivin' With The Refugees From Hastings Street (LP)",$4.00,Rated: 4.33,57 have,28 want,N/A
"Rita Coolidge - Love Me Again (LP, Album, Ter)",$3.99,Rated: 3.85,2624 have,36 want,N/A
"Rick Wakeman - Journey To The Centre Of The Earth (LP, Album, Pit)",$1.50,Rated: 3.89,992 have,51 want,N/A
"Rita Coolidge - Greatest Hits (LP, Album, Comp, X -)",$6.99,Rated: 3.36,357 have,8 want,N/A
"Leapy Lee - Little Arrows (LP, Album, Promo)",$1.99,Rated: 2.75,21 have,6 want,N/A
"Willie Nelson - My Own Peculiar Way (LP, Album, Ind)",$30.00,Rated: 4.29,616 have,197 want,N/A
"Various - Get Crazy (Original Motion Picture Soundtrack) (LP, Album)",$10.00,Rated: 3.67,360 have,122 want,N/A
"UFO (5) - Force It (LP, Album, Promo)",$7.44,Rated: 4.57,139 have,115 want,N/A
"Joe Turner* - The Boss Of The Blues Sings Kansas City Jazz (LP, Album, RE)",$4.63,Rated: 4.00,58 have,19 want,N/A
"St. George & Tana* - Is Now (LP, Album, Promo)",$19.29,N/A,8 have,14 want,N/A
"Hank Snow - Sings Jimmie Rodgers Songs (LP, Album, Mono)",$2.93,Rated: 3.75,214 have,26 want,N/A
"Wings (2) - Venus And Mars (LP, Album, Jac)",$10.65,Rated: 4.03,6838 have,197 want,N/A
Hank Williams Jr. - 'I've Got A Right To Cry' 'They All Used To Belong To Me' (LP),$3.66,Rated: 3.00,111 have,5 want,N/A
"Nektar - Down To Earth (LP, Album, Ter)",$4.24,Rated: 4.00,1812 have,131 want,N/A
"The Tarriers - Hard Travelin' (LP, Album)",$3.85,Rated: 4.50,23 have,5 want,N/A
"Webb Pierce - Without You (LP, Comp, Mono)",$4.63,Rated: 4.00,94 have,6 want,N/A
"Various - Your Favorite Christmas Carols, Vol. 2 (LP)",$5.99,Rated: 2.93,697 have,25 want,N/A
"Hoyt Axton - Snowblind Friend (LP, Album, RE)",$3.85,Rated: 3.83,167 have,13 want,N/A
"Crosby, Stills, Nash & Young - American Dream (LP, Album, Club, CRC)",$3.78,Rated: 3.40,287 have,61 want,N/A
Harry James (2) - Harry Not Jesse: Harry James Plays Neal Hefti (LP),$1.49,Rated: 3.80,163 have,6 want,N/A
"Jimi Hendrix And Curtis Knight - Get That Feeling (LP, Album, Jac)",$2.95,Rated: 3.76,378 have,180 want,N/A
"Sarah Vaughan - Dreamy (LP, Album, RE)",$3.50,Rated: 4.13,285 have,23 want,N/A
"Tony Touch - The Piece Maker (2xLP, Album)",$66.51,Rated: 4.19,488 have,234 want,N/A
Silent Way (3) - Wound  (LP),$2.95,Rated: 5.00,14 have,5 want,N/A
"Cedar Walton - Animation (LP, Album, Promo)",$9.99,Rated: 4.25,312 have,111 want,N/A
"Various - Songs For Jacky Chan - The Miracle Fist / ジャッキー・チェン - ヒット・コレクション (LP, Comp)",$15.32,Rated: 4.14,82 have,20 want,N/A
"Bennie Wallace - Bordertown (LP, Promo)",$25.15,N/A,2 have,3 want,N/A
"George Benson - Mr. Mellow George Benson Greatest Hits (LP, Comp)",$15.32,Rated: 5.00,40 have,20 want,N/A
"George Burns - I Wish I Was Eighteen Again (LP, Album)",$0.99,Rated: 3.31,500 have,12 want,N/A
"John Lennon - Imagine (LP, Album, RE)",$24.45,Rated: 4.59,1164 have,451 want,N/A
"The Modern Jazz Quartet - The Comedy (LP, Album, RE)",$13.92,Rated: 4.00,23 have,10 want,N/A
"Joe Walsh - ""But Seriously, Folks..."" (LP, Album, RE)",$24.45,Rated: 4.38,94 have,61 want,N/A
"Sonny Rollins - Don't Stop The Carnival (2xLP, Album, Gat)",$22.34,Rated: 4.40,43 have,25 want,N/A
"The Modern Jazz Quartet - Concert In Japan '66 (2xLP, Album)",$24.45,Rated: 4.62,129 have,19 want,N/A
"Buddy Rich And Max Roach - Rich Versus Roach (LP, Album)",$15.32,Rated: 5.00,55 have,33 want,N/A
"Jimmy Cliff - I Am The Living (LP, Album)",$13.21,Rated: 5.00,33 have,19 want,N/A
"Bill Evans - The Bill Evans Album (LP, Album)",$13.92,Rated: 4.27,290 have,104 want,N/A
"Milt Jackson - Olinga (LP, Album, Ltd, RE)",$22.34,Rated: 4.31,101 have,106 want,N/A
"Akira Ito - やすらぎ (LP, Album)",$22.34,Rated: 4.20,27 have,139 want,N/A
"Jefferson Starship - Spitfire (LP, Album, Ind)",$2.00,Rated: 3.63,730 have,32 want,N/A
"乾裕樹* - Votoms #1 At Uoodo = 装甲騎兵ボトムズ BGM集 Vol.1 (LP, Album, Ltd, Gat)",$37.07,N/A,14 have,26 want,N/A
"Ricky Skaggs - Comin' Home To Stay (LP, Album, Car)",$9.99,Rated: 3.58,515 have,28 want,N/A
"Rick Nelson & The Stone Canyon Band - Rudy The Fifth (LP, Album, All)",$17.99,Rated: 4.00,70 have,20 want,N/A
"Rick Wakeman - Journey To The Centre Of The Earth (LP, Album, Pit)",$9.49,Rated: 3.89,992 have,51 want,N/A
"Paul Davis (3) - Singer Of Songs - Teller Of Tales (LP, Album, Paw)",$3.95,Rated: 3.70,990 have,88 want,N/A
"Rick James - Wonderful (LP, Album, Gat)",$9.99,Rated: 3.63,1078 have,149 want,N/A
"Taï Phong - Taï Phong (LP, Album)",$27.25,Rated: 4.55,100 have,51 want,N/A
"Sadao Watanabe - Parker's Mood - Sadao Watanabe Live At Bravas Club '85 (LP, Album)",$15.32,Rated: 4.88,126 have,24 want,N/A
"稲葉喜美子 - 燃えてそうろう (LP, Album)",$16.73,Rated: 5.00,22 have,8 want,N/A
"Sons Of The Pioneers* - Lure Of The West (LP, Album)",$3.00,Rated: 3.90,183 have,19 want,N/A
"Miles Davis  &  Art Blakey - Miles Davis & Art Blakey (LP, Comp)",$27.25,Rated: 4.50,21 have,25 want,N/A
"Jim Hall - It's Nice To Be With You (LP, Album, RE)",$20.23,Rated: 4.83,59 have,27 want,N/A
Jack Demello* And The Hawaii's Greatest All Stars - On A Tropic Night (LP),$12.51,Rated: 5.00,14 have,6 want,N/A
"安全地帯* - 抱きしめたい / 安全地帯 III (LP, Album)",$13.21,Rated: 4.40,548 have,60 want,N/A
"Flip Phillips And His Orchestra - Flip Wails (LP, Album, Mono)",$25.00,Rated: 5.00,50 have,35 want,N/A
"Louis Armstrong - Plays W.C. Handy (LP, Mono)",$19.53,Rated: 4.50,124 have,74 want,N/A
"Stuff (2) - More Stuff (LP, Album, Los)",$10.41,Rated: 4.13,236 have,46 want,N/A
"山崎ハコ* - ライブII 歌在りて (2xLP, Album)",$16.73,Rated: 4.71,151 have,102 want,N/A
"Maki* - 浅川マキの世界 (LP, Album, RP)",$34.27,Rated: 4.25,45 have,82 want,N/A
"Freddy King* - Hide Away (2xLP, Comp, Red)",$15.00,Rated: 4.50,100 have,11 want,N/A
"Rick Astley - Whenever You Need Somebody (LP, Album)",$22.99,Rated: 3.81,9188 have,633 want,N/A
"Boyd Raeburn - Jewells (2xLP, Comp)",$2.00,Rated: 4.50,102 have,16 want,N/A
"Richard Wagner* - Richard Wagner (LP, Album)",$9.99,N/A,34 have,3 want,N/A
"Richard Marx - Richard Marx (LP, Album, All)",$17.99,Rated: 4.56,353 have,82 want,N/A
"State Orji Moore And His Igili Brothers - Ayamaya Soni Chim (LP, Album)",$28.95,Rated: 4.50,15 have,11 want,N/A
"Lennon* / Plastic Ono Band* - Shaved Fish (LP, Comp, Win)",$8.88,Rated: 4.04,5809 have,177 want,N/A
"Roadmaster (2) - Roadmaster (LP, Album)",$11.95,Rated: 3.60,280 have,80 want,N/A
"Dr. John - Desitively Bonnaroo (LP, Album, RI )",$36.99,Rated: 4.24,2552 have,418 want,N/A
"Ray Charles Presents David Newman* - Fathead (LP, Album, Mono)",$25.00,Rated: 4.20,130 have,102 want,N/A
"Offenbach*, Suzanne Lafaye, Raymond Amade, Louis Noguera, Igor Markevitch - La Périchole (2xLP)",$5.25,Rated: 3.00,67 have,5 want,N/A
"Creedence Clearwater Revival - Creedence Gold (LP, Comp, Gat)",$24.45,Rated: 4.45,134 have,39 want,N/A
"Richard And Willie* - Richard's Firecracker (LP, Album)",$11.49,Rated: 5.00,117 have,27 want,N/A
"The Stylistics - You Are Beautiful (LP, Album)",$13.92,Rated: 3.67,222 have,37 want,N/A
"Patti Page - Say Wonderful Things (LP, Album)",$5.98,Rated: 3.75,192 have,21 want,N/A
"Flower Travellin' Band - Make Up (2xLP, Album, Fau)",$95.32,N/A,5 have,24 want,N/A
"Elvis Presley - Special 24 = エルヴィス・プレスリー！Special 24 (2xLP, Comp)",$20.93,Rated: 4.51,397 have,30 want,N/A
"UK (3) - Night After Night (LP, Album, Gat)",$25.15,Rated: 4.59,285 have,47 want,N/A
"Sarah Vaughan - Vaughan With Voices (LP, Album)",$30.76,Rated: 5.00,4 have,6 want,N/A
"Wings (2) - Wings Greatest (LP, Comp, Los)",$13.92,Rated: 4.26,1024 have,117 want,N/A
"Native Son - Shining (LP, Album, Promo)",$27.95,N/A,9 have,29 want,N/A
"Heatwave - Too Hot To Handle (LP, Album, RE)",$40.59,Rated: 4.00,20 have,102 want,N/A
Rexella Van Impe - Hawaii.. From Rexella With Love (LP),$17.99,N/A,32 have,7 want,N/A
"Don Sebesky - The Rape Of El Morro (LP, Album, Promo)",$49.01,N/A,2 have,13 want,N/A
"V.S.O.P. The Quintet* - Live Under The Sky (2xLP, Album)",$33.57,Rated: 4.50,290 have,123 want,N/A
"Chuck Mangione - Chase The Clouds Away (LP, Album)",$23.04,N/A,1 have,7 want,N/A
Various - Kimagure Orange Road = きまぐれオレンジ☆ロード (LP),$96.02,Rated: 4.60,67 have,114 want,N/A
"Curtis Fuller - Soul Trombone And The Jazz Clan (LP, Album, Promo, RE)",$179.53,N/A,7 have,31 want,N/A
"Freddie King - All His Hits (LP, Comp)",$7.00,Rated: 4.44,270 have,30 want,N/A
"The Crusaders - Crusaders 1 (2xLP, Album, Promo, Gat)",$32.17,Rated: 4.43,33 have,56 want,N/A
"Alberta Hunter - The Glory Of Alberta Hunter (LP, Album)",$20.93,N/A,10 have,6 want,N/A
Stan Scott (6) And The Young Apostles - The Spiritual Awakening (LP),$34.99,N/A,2 have,5 want,N/A
"Astrud Gilberto - Portrait Of Astrud Gilberto (LP, Comp)",$22.34,Rated: 4.75,21 have,12 want,N/A
"Seiko Matsuda = 松田聖子* - Squall = スコール (LP, Album, RE, Mas)",$167.60,Rated: 5.00,25 have,54 want,N/A
"I Attack - I Attack (LP, Album, Fol)",$4.00,Rated: 3.00,43 have,6 want,N/A
"Revanche - Music Man (LP, Album, PR )",$7.99,Rated: 4.10,473 have,179 want,N/A
"Elaine Stritch - Stritch (LP, Album, RE)",$29.99,Rated: 3.80,97 have,46 want,N/A
"R.E.M. - Eponymous (LP, Comp)",$68.99,Rated: 4.31,1252 have,108 want,N/A
"John Lennon & Yoko Ono - Double Fantasy (LP, Album, Eur)",$9.95,Rated: 3.83,3039 have,170 want,N/A
"Shelly Manne And His Men* - Live! Shelly Manne & His Men At The Manne Hole (2xLP, Album, Mono, Gat)",$85.00,Rated: 4.47,118 have,96 want,N/A
"Led Zeppelin - In Through The Out Door (LP, Album, ”D”)",$55.32,Rated: 4.70,378 have,358 want,N/A
"Stuff (2) - More Stuff (LP, Album)",$14.62,Rated: 4.33,337 have,63 want,N/A
淡海悟郎* - デジタル・トリップ わが青春のアルカディア シンセサイザー・ファンタジー = My Youth In Arcadia - Synthesizer Fantasy (LP),$34.97,Rated: 4.00,38 have,80 want,N/A
"The Beatles - Let It Be (LP, Album, Gat)",$44.09,Rated: 4.58,895 have,608 want,N/A
"Fumio* - Moon (LP, Album)",$44.79,Rated: 4.40,48 have,150 want,N/A
"Queen - The Game (LP, Album, Foi)",$53.21,Rated: 4.55,83 have,94 want,N/A
"Midnight Oil - 10, 9, 8, 7, 6, 5, 4, 3, 2, 1 (LP, Album)",$19.82,Rated: 3.94,1066 have,96 want,N/A
"Chipmunks* - Solid Gold Chipmunks: 30 Years Of Great Hits (LP, Comp)",$29.99,N/A,31 have,35 want,N/A
The Patterson Brothers Quartet - Go Jonah (LP),$29.99,N/A,1 have,4 want,N/A
"陳百強* - 陳百強 (LP, Album)",$109.99,Rated: 4.67,90 have,29 want,N/A
"Reba McEntire - Reba (LP, Album, Glo)",$9.99,Rated: 4.00,147 have,15 want,N/A
"The Real Thing Steel Band - The Clay House Inn, Presents The Real Thing Steel Band (LP)",$3.99,Rated: 4.29,72 have,3 want,N/A
"Various - Eccentric Soul: The Young Disciples (2xLP, Comp)",$18.99,Rated: 4.41,785 have,376 want,N/A
"Quarterflash - Quarterflash (LP, Album)",$13.21,Rated: 4.29,359 have,43 want,N/A
"Paul McCartney - Pipes Of Peace (LP, Album)",$13.92,Rated: 4.48,1156 have,127 want,N/A
"Kimiko Kasai & Mal Waldron - One For Lady (LP, Album, RE)",$43.39,Rated: 4.00,32 have,64 want,N/A
"Tin Pan Alley - キャラメル・ママ (LP, Album, RE, Red)",$80.59,N/A,8 have,12 want,N/A
"Bryan Adams - Into The Fire (LP, Album)",$14.62,Rated: 4.42,319 have,64 want,N/A
"Gentle Giant - The Power And The Glory (LP, Album, LA )",$25.00,Rated: 4.30,516 have,298 want,N/A
"Lee Oskar - The Best Of Lee Oskar (LP, Comp)",$21.64,Rated: 5.00,35 have,42 want,N/A
"Paul Smith Quartet - Softly, Baby (LP, RE)",$10.41,Rated: 4.00,30 have,4 want,N/A
"Louis Van Dijk Trio* - Nightwings (LP, Album)",$11.11,Rated: 3.00,26 have,7 want,N/A
"Buzz (29) - Bazaar (LP, Album)",$17.43,Rated: 5.00,13 have,14 want,N/A
"フォーリーブス* - 夏の嵐 = The Summer Storm (LP, Album, Gat)",$16.02,N/A,12 have,13 want,N/A
"Blondie - The Hunter (LP, Album)",$27.25,Rated: 3.91,281 have,108 want,N/A
"Anli Sugano - Love Sketch (LP, Album)",$13.92,Rated: 4.25,46 have,20 want,N/A
"Ray Parker Jr. - I Love You Like You Are (LP, Album)",$14.99,Rated: 3.91,100 have,60 want,N/A
"Michael Viner's Incredible Bongo Band* - Bongo Rock (LP, Album)",$129.99,Rated: 4.52,1041 have,2376 want,N/A
"Ray Conniff And The Singers - You Are The Sunshine Of My Life (LP, Album)",$4.49,Rated: 4.40,422 have,25 want,N/A
"Ray Conniff And The Singers - We’ve Only Just Begun (LP, Album)",$4.49,N/A,13 have,3 want,N/A
"Woody Shaw - Master Of The Art (LP, Album)",$6.00,Rated: 3.89,486 have,72 want,N/A
"田島裕子* = Yuko Tajima - ヴァリエーション = Variation (LP, Album)",$16.73,Rated: 4.25,40 have,28 want,N/A
"Jackie Chan - New Special (LP, Comp, Whi)",$29.35,Rated: 3.71,52 have,51 want,N/A
"Ray Conniff And The Singers - This Is My Song And Other Great Hits (LP, Album)",$4.49,Rated: 4.00,34 have,1 want,N/A
"Tomita, Debussy* - Clair De Lune = 月の光／ドビュッシーによるメルヘンの世界 (LP, Album, Dyn)",$12.51,Rated: 3.83,182 have,300 want,N/A
"Ray Conniff His Orchestra And Chorus* - The Happy Beat (LP, Album)",$3.99,Rated: 3.87,590 have,9 want,N/A
"Asia (2) - Asia (LP, Album, Los)",$9.71,Rated: 4.16,3895 have,111 want,N/A
"小川知子* = Tomoko Ogawa - 恋する女 = Tomoko In Love (LP, Album)",$17.43,Rated: 5.00,15 have,9 want,N/A
"寺内タケシとブルー・ジーンズ* - ハロー・ビートルズ = Hello Beatles (2xLP, Album, Promo)","$1,340.23",N/A,3 have,3 want,N/A
"Ray Conniff And The Singers - Somewhere My Love (LP, Album)",$4.49,Rated: 3.44,1939 have,27 want,N/A
"Rainbow* Featuring Will Boulware - Crystal Green (LP, Album)",$21.64,Rated: 3.88,73 have,61 want,N/A
"B. B. King* - Easy Listening Blues (LP, RE)",$23.04,N/A,40 have,35 want,N/A
"Stevie Wonder - Number 1's (2xLP, Comp, Ltd, RE, Red)",$19.00,Rated: 4.57,4265 have,300 want,N/A
"Simon & Garfunkel - Wednesday Morning, 3 A.M. (LP, Album, RE)",$35.67,Rated: 4.58,121 have,155 want,N/A
"Yasuko Agawa - All Right With Me (LP, Album)",$12.51,Rated: 4.25,98 have,68 want,N/A
"Ray Conniff And His Orchestra* - 'S Marvelous (LP, Album)",$4.99,Rated: 4.50,101 have,12 want,N/A
"Naoya Matsuoka & Wesing - The Show (LP, Album, Ora)",$30.06,Rated: 4.00,18 have,31 want,N/A
"Dexter Gordon - Sophisticated Giant (LP, Album)",$56.02,Rated: 4.50,24 have,29 want,N/A
大原麗子* - 愛のつづれ織り (LP),$32.17,Rated: 2.50,32 have,22 want,N/A
"Ray Conniff, His Orchestra And Chorus* - Say It With Music (A Touch Of Latin) (LP, Mono)",$4.49,Rated: 3.75,64 have,10 want,N/A
"The Beatles = ザ・ビートルズ* - Let It Be = レット・イット・ビー (LP, Album, RE, Gat)",$23.04,Rated: 4.64,2930 have,833 want,N/A
"Angie Stone - Stone Love (2xLP, Album, Uni)",$18.00,Rated: 4.60,45 have,85 want,N/A
"Bachman-Turner Overdrive - Freeways (LP, Album, Ter)",$6.90,Rated: 3.42,1990 have,83 want,N/A
"Ray Conniff And His Orchestra And Chorus* - Concert In Rhythm (LP, Album, Mono)",$4.49,Rated: 3.40,543 have,13 want,N/A
"Ray Conniff And The Singers - Alone Again (Naturally) (LP, Album)",$3.99,Rated: 4.67,29 have,2 want,N/A
"The Eddie Crook Singers - Living Like A King's Son (LP, Album)",$34.99,Rated: 5.00,4 have,3 want,N/A
"Ray Charles - The Spirit Of Christmas (LP, Album, Pit)",$129.99,Rated: 4.68,880 have,439 want,N/A
"Triptides - So Many Days (LP, Album, Ltd)",$10.00,Rated: 5.00,60 have,17 want,N/A
"小田裕一郎* ・ 若草 恵* - 六神合体ゴッドマーズ 音楽集 (LP, Ltd)",$18.83,Rated: 4.50,31 have,23 want,N/A
"Tatsu Yamashita* = 山下達郎* - Ride On Time = ライドオン・タイム (LP, Album, Promo)",$121.29,Rated: 4.40,58 have,494 want,N/A
